itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,SP,SD,ST,XX
1519,MDS,,,44994,O0110D2C,SCTNG_SCHLD_DSCHRG_CD,Therapies: Suctioning - Scheduled (Discharge),16,O,Asmt,,Checklist,93496,3386,3386,3386-3386,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1520,MDS,,,44996,O0110D3A,SCTNG_PRN_ADMSN_CD,Therapies: Suctioning - As Needed (Admission),16,O,Asmt,,Checklist,93497,3387,3387,3387-3387,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1522,MDS,,,45000,O0110D3C,SCTNG_PRN_DSCHRG_CD,Therapies: Suctioning - As Needed (Discharge),16,O,Asmt,,Checklist,93499,3388,3388,3388-3388,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1523,MDS,,,45002,O0110E1A,TRCHOSTM_ADMSN_CD,Therapies: Tracheostomy Care (Admission),16,O,Asmt,,Checklist,93500,3389,3389,3389-3389,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1524,MDS,,,45004,O0110E1B,TRCHOSTM_14_CD,Therapies: Tracheostomy Care (14 days),16,O,Asmt,,Checklist,93501,3390,3390,3390-3390,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1525,MDS,,,45006,O0110E1C,TRCHOSTM_DSCHRG_CD,Therapies: Tracheostomy Care (Discharge),16,O,Asmt,,Checklist,93502,3391,3391,3391-3391,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1526,MDS,,,45008,O0110F1A,INVSV_VNT_ADMSN_CD,Therapies: Invasive Mechanical Ventilator (Admis),16,O,Asmt,,Checklist,93503,3392,3392,3392-3392,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1527,MDS,,,45010,O0110F1B,INVSV_VNT_14_CD,Therapies: Invasive Mechanical Ventilator (14day),16,O,Asmt,,Checklist,93504,3393,3393,3393-3393,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1528,MDS,,,45012,O0110F1C,INVSV_VNT_DSCHRG_CD,Therapies: Invasive Mechanical Ventilator (Disch),16,O,Asmt,,Checklist,93505,3394,3394,3394-3394,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1529,MDS,,,45014,O0110G1A,NINVSV_VNT_ADMSN_CD,Therapies: Non-Invas Mechanical Ventilator (Admis),16,O,Asmt,,Checklist,93506,3395,3395,3395-3395,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1530,MDS,,,45016,O0110G1B,NINVSV_VNT_14_CD,Therapies: Non-Invas Mechanical Ventilator (14day),16,O,Asmt,,Checklist,93507,3396,3396,3396-3396,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1531,MDS,,,45018,O0110G1C,NINVSV_VNT_DSCHRG_CD,Therapies: Non-Invas Mechanical Ventilator (Disch),16,O,Asmt,,Checklist,93508,3397,3397,3397-3397,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1532,MDS,,,45020,O0110G2A,BIPAP_ADMSN_CD,Therapies: BiPAP (Admission),16,O,Asmt,,Checklist,93509,3398,3398,3398-3398,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1534,MDS,,,45024,O0110G2C,BIPAP_DSCHRG_CD,Therapies: BiPAP (Discharge),16,O,Asmt,,Checklist,93511,3399,3399,3399-3399,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1535,MDS,,,45026,O0110G3A,CPAP_ADMSN_CD,Therapies: CPAP (Admission),16,O,Asmt,,Checklist,93512,3400,3400,3400-3400,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1537,MDS,,,45030,O0110G3C,CPAP_DSCHRG_CD,Therapies: CPAP (Discharge),16,O,Asmt,,Checklist,93514,3401,3401,3401-3401,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1538,MDS,,,45038,O0110H1A,IV_MDCTN_ADMSN_CD,Other: IV Medications (Admission),16,O,Asmt,,Checklist,93518,3404,3404,3404-3404,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1539,MDS,,,45040,O0110H1B,IV_MDCTN_14_CD,Other: IV Medications (14 days),16,O,Asmt,,Checklist,93519,3405,3405,3405-3405,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1540,MDS,,,45042,O0110H1C,IV_MDCTN_DSCHRG_CD,Other: IV Medications (Discharge),16,O,Asmt,,Checklist,93520,3406,3406,3406-3406,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1541,MDS,,,45044,O0110H2A,VASOACTV_ADMSN_CD,Other: IV - Vasoactive medications (Admission),16,O,Asmt,,Checklist,93521,3407,3407,3407-3407,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1543,MDS,,,45048,O0110H2C,VASOACTV_DSCHRG_CD,Other: IV - Vasoactive medications (Discharge),16,O,Asmt,,Checklist,93523,3408,3408,3408-3408,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1544,MDS,,,45050,O0110H3A,ANTBTC_ADMSN_CD,Other: IV - Antibiotics (Admission),16,O,Asmt,,Checklist,93524,3409,3409,3409-3409,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1546,MDS,,,45054,O0110H3C,ANTBTC_DSCHRG_CD,Other: IV - Antibiotics (Discharge),16,O,Asmt,,Checklist,93526,3410,3410,3410-3410,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1547,MDS,,,45056,O0110H4A,ANTCGLNT_ADMSN_CD,Other: IV - Anticoagulation (Admission),16,O,Asmt,,Checklist,93527,3411,3411,3411-3411,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1549,MDS,,,45058,O0110H4C,ANTCGLNT_DSCHRG_CD,Other: IV - Anticoagulation (Discharge),16,O,Asmt,,Checklist,93529,3412,3412,3412-3412,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1550,MDS,,,45059,O0110H10A,IV_MD_OTHR_ADMSN_CD,Other: IV - Other (Admission),16,O,Asmt,,Checklist,93515,3402,3402,3402-3402,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1552,MDS,,,45061,O0110H10C,IV_MD_OTHR_DSCHRG_CD,Other: IV - Other (Discharge),16,O,Asmt,,Checklist,93517,3403,3403,3403-3403,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1553,MDS,,,45062,O0110I1A,TRNSFSN_ADMSN_CD,Other: Transfusions (Admission),16,O,Asmt,,Checklist,93530,3413,3413,3413-3413,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1554,MDS,,,45064,O0110I1B,TRNSFSN_14_CD,Other: Transfusions (14 days),16,O,Asmt,,Checklist,93531,3414,3414,3414-3414,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1555,MDS,,,45066,O0110I1C,TRNSFSN_DSCHRG_CD,Other: Transfusions (Discharge),16,O,Asmt,,Checklist,93532,3415,3415,3415-3415,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1556,MDS,,,45068,O0110J1A,DLYS_ADMSN_CD,Other: Dialysis (Admission),16,O,Asmt,,Checklist,93533,3416,3416,3416-3416,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1557,MDS,,,45070,O0110J1B,DLYS_14_CD,Other: Dialysis (14 days),16,O,Asmt,,Checklist,93534,3417,3417,3417-3417,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1558,MDS,,,45072,O0110J1C,DLYS_DSCHRG_CD,Other: Dialysis (Discharge),16,O,Asmt,,Checklist,93535,3418,3418,3418-3418,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1559,MDS,,,45074,O0110J2A,HMDYLS_ADMSN_CD,Other: Hemodialysis (Admission),16,O,Asmt,,Checklist,93536,3419,3419,3419-3419,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1561,MDS,,,45078,O0110J2C,HMDYLS_DSCHRG_CD,Other: Hemodialysis (Discharge),16,O,Asmt,,Checklist,93538,3420,3420,3420-3420,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1562,MDS,,,45080,O0110J3A,PRTNL_DLYS_ADMSN_CD,Other: Peritoneal dialysis (Admission),16,O,Asmt,,Checklist,93539,3421,3421,3421-3421,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1564,MDS,,,45084,O0110J3C,PRTNL_DLYS_DSCHRG_CD,Other: Peritoneal dialysis (Discharge),16,O,Asmt,,Checklist,93541,3422,3422,3422-3422,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1566,MDS,,,45088,O0110K1B,HOSPC_CARE_14_CD,Other: Hospice care (14 days),16,O,Asmt,,Checklist,93543,3423,3423,3423-3423,1,,,"NC,NQ,NP,ND,SP","NT,NPE,IPA,SD,ST,XX",,x,x,x,x,,,,x,,,
1569,MDS,,,45094,O0110M1B,ISLTN_14_CD,Other: Isolation - Infectious Disease (14 days),16,O,Asmt,,Checklist,93546,3424,3424,3424-3424,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1571,MDS,,,45098,O0110O1A,IV_ACS_ADMSN_CD,Other: IV Access (Admission),16,O,Asmt,,Checklist,93548,3425,3425,3425-3425,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1572,MDS,,,45100,O0110O1B,IV_ACS_14_CD,Other: IV Access (14 days),16,O,Asmt,,Checklist,93549,3426,3426,3426-3426,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1573,MDS,,,45102,O0110O1C,IV_ACS_DSCHRG_CD,Other: IV Access (Discharge),16,O,Asmt,,Checklist,93550,3427,3427,3427-3427,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1574,MDS,,,45104,O0110O2A,PRPHRL_ADMSN_CD,Other: IV Access - Peripheral (Admission),16,O,Asmt,,Checklist,93551,3428,3428,3428-3428,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1576,MDS,,,45108,O0110O2C,PRPHRL_DSCHRG_CD,Other: IV Access - Peripheral (Discharge),16,O,Asmt,,Checklist,93553,3429,3429,3429-3429,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1577,MDS,,,45110,O0110O3A,MIDLINE_ADMSN_CD,Other: IV Access - Midline (Admission),16,O,Asmt,,Checklist,93554,3430,3430,3430-3430,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1579,MDS,,,45114,O0110O3C,MIDLINE_DSCHRG_CD,Other: IV Access - Midline (Discharge),16,O,Asmt,,Checklist,93556,3431,3431,3431-3431,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1580,MDS,,,45116,O0110O4A,CENTRL_ADMSN_CD,Other: IV Access - Central (Admission),16,O,Asmt,,Checklist,93557,3432,3432,3432-3432,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1582,MDS,,,45120,O0110O4C,CENTRL_DSCHRG_CD,Other: IV Access - Central (Discharge),16,O,Asmt,,Checklist,93559,3433,3433,3433-3433,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1583,MDS,,,45122,O0110Z1A,TRTMT_NONE_ADMSN_CD,Other: None of the above (Admission),16,O,Asmt,,Checklist,93560,3434,3434,3434-3434,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1584,MDS,,,45124,O0110Z1B,TRTMT_NONE_14_CD,Other: None of the above (14 days),16,O,Asmt,,Checklist,93561,3435,3435,3435-3435,1,,,"NC,NQ,NP,ND,IPA,SP","NT,NPE,SD,ST,XX",,x,x,x,x,,,x,x,,,
1585,MDS,,,45126,O0110Z1C,TRTMT_NONE_DSCHRG_CD,Other: None of the above (Discharge),16,O,Asmt,,Checklist,93562,3436,3436,3436-3436,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1586,MDS,,,50002,Q0110A,GOAL_RSDNT_CD,Participants: Resident,18,Q,Asmt,,Checklist,93563,3437,3437,3437-3437,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1587,MDS,,,50004,Q0110B,GOAL_FMLY_CD,Participants: Family,18,Q,Asmt,,Checklist,93564,3438,3438,3438-3438,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1588,MDS,,,50006,Q0110C,GOAL_SGNFCNT_OTHR_CD,Participants: Significant other,18,Q,Asmt,,Checklist,93565,3439,3439,3439-3439,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1589,MDS,,,50008,Q0110D,GOAL_LGL_GRDN_CD,Participants: Legal guardian,18,Q,Asmt,,Checklist,93566,3440,3440,3440-3440,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1590,MDS,,,50010,Q0110E,GOAL_OTHR_LGL_CD,Participants: Other legal representative,18,Q,Asmt,,Checklist,93567,3441,3441,3441-3441,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1591,MDS,,,50012,Q0110Z,GOAL_NONE_CD,Participants: None of the Above,18,Q,Asmt,,Checklist,93568,3442,3442,3442-3442,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1592,MDS,,,50202,Q0310A,RSDNT_OVRL_GOAL_CD,Resident's Overall Goal,18,Q,Asmt,,Code,93569,3443,3443,3443-3443,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1593,MDS,,,50204,Q0310B,OVRL_GOAL_SRC_CD,Q0310A info source,18,Q,Asmt,,Code,93570,3444,3444,3444-3444,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1594,MDS,,,50245,Q0500C,RTRN_CMNTY_SRC_CD,Q0500B info source,18,Q,Asmt,,Code,93571,3445,3445,3445-3445,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1595,MDS,,,50262,Q0550C,PREFNC_REASK_SRC_CD,Q0550A info source,18,Q,Asmt,,Code,93572,3446,3446,3446-3446,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1596,MDS,,,50266,Q0610A,RFRL_MADE_LCA_CD,Referral,18,Q,Asmt,,Code,93573,3447,3447,3447-3447,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
1597,MDS,,,50267,Q0620,RSN_NO_RFRL_LCA_CD,Reason referral not made,18,Q,Asmt,,Code,93574,3448,3448,3448-3448,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
1598,MDS,,,80000,ASMT_ITEMS_FILLER,,Assessment items filler,28,Filler,Filler,,Text,79999,1926,1926,1926-1926,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1599,MDS,,,22729,GG0130E5,SHWR_INTRM_CD,Shower/bathe self (Interim Perf),30,GG,Asmt,,Code,72413,1918,1919,1918-1919,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1600,MDS,,,22733,GG0130F5,UPR_DRSG_INTRM_CD,Upper body dressing (Interim Perf),30,GG,Asmt,,Code,72414,1920,1921,1920-1921,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1601,MDS,,,22737,GG0130G5,LWR_DRSG_INTRM_CD,Lower body dressing (Interim Perf),30,GG,Asmt,,Code,72415,1922,1923,1922-1923,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1602,MDS,,,22741,GG0130H5,FTWR_INTRM_CD,Put on/take off footwear (Interim Perf),30,GG,Asmt,,Code,72416,1924,1925,1924-1925,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1603,MDS,,,22800,GG0170A5,ROLL_INTRM_CD,Roll left and right (Interim Perf),30,GG,Asmt,,Code,93406,3309,3310,3309-3310,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1604,MDS,,,22858,GG0170Q5,WLCHR_INTRM_CD,Use wheelchair and/or scooter (Interim Perf),30,GG,Asmt,,Code,93407,3311,3311,3311-3311,1,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1605,MDS,,,22862,GG0170R5,WHL_50_INTRM_CD,Wheel 50 feet with two turns (Interim Perf),30,GG,Asmt,,Code,93408,3312,3313,3312-3313,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1606,MDS,,,22865,GG0170RR5,WHLCHR_50_INTRM_CD,Type of wheelchair or scooter (Interim Perf),30,GG,Asmt,,Code,93409,3314,3314,3314-3314,1,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1607,MDS,,,22869,GG0170S5,WHL_150_INTRM_CD,Wheel 150 feet (Interim Perf),30,GG,Asmt,,Code,93410,3315,3316,3315-3316,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1608,MDS,,,22872,GG0170SS5,WHLCHR_150_INTRM_CD,Type of wheelchair or scooter (Interim Perf),30,GG,Asmt,,Code,93411,3317,3317,3317-3317,1,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1609,MDS,,,85302,S6060A,STRCT_ISLTN_CD,Resident In Strict Isolation,20,S,Asmt,,Code,89903,2817,2817,2817-2817,1,,"Strict Isolation for active infectious disease since admission, reentry, or the prior OBRA assessment whichever is more recent.  Has the resident been in strict isolation for active infectious disease since admission, reentry, or the prior OBRA assessment whichever is more recent?",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1610,MDS,,,85304,S6060B,STRCT_ISLTN_STRT_DT,Strict Isolation Start Date,20,S,Asmt,,Date,89904,2818,2825,2818-2825,8,,Enter the Start Date of strict isolation.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1611,MDS,,,85306,S6060C,STRCT_ISLTN_END_DT,Strict Isolation End Date,20,S,Asmt,,Date,89905,2826,2833,2826-2833,8,,Enter the End Date of strict isolation.  Enter dashes if isolation is ongoing.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1612,MDS,,,85822,S7001,DNTL_CARE_ROUT_CD,Dental Care Routine,20,S,Asmt,,Code,89906,2834,2834,2834-2834,1,,Dental Care Routine,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1613,MDS,,,85824,S7002,DNTL_CARE_EMRGNT_CD,Dental Care Emergent,20,S,Asmt,,Code,89907,2835,2835,2835-2835,1,,Dental Care Emergent,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1614,MDS,,,81465,S0200A,LCA_RFRL_DCSN_CD,Local Contact Agency Referral Decision,20,S,Asmt,,Code,89901,2716,2716,2716-2716,1,,"Local Contact Agency Referral Decision - If Q0610 Answer Was �0. No � referral not needed"" or �1. No � referral is or may be needed"" select reason for response.",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1615,MDS,,,81467,S0200B,LCA_RFRL_DCSN_OTHR_TXT,Local Contact Agency Referral Decision - Other,20,S,Asmt,,Code,89902,2717,2816,2717-2816,100,,"Local Contact Agency Referral.  If S0195 is answered, provide a detailed explanation for the reason(s) selected.",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1616,MDS,,,85830,S7500A,ROOM_WTHOT_ROOMMATE_CD,Resident requires room w/o roommate,20,S,Asmt,,Code,89908,2836,2836,2836-2836,1,,"Resident requires a room without a roommate because of challenging behaviors related to an organic or psychiatric disorder of thought, mood, perception, orientation, memory, or social history (i.e., criminal background).",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1617,MDS,,,85831,S7500B,ROOM_WTHOT_ROOMMATE_DT,Date resident placed in room w/o roommate,20,S,Asmt,,Date,89909,2837,2844,2837-2844,8,,Date resident was placed in a room without a roommate due to challenging behaviors.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1618,MDS,,,85832,S7500C,ROOMMATE_SFTY_RISK_CD,Resident behavior puts roommate safety at risk,20,S,Asmt,,Code,89910,2845,2845,2845-2845,1,,"Resident has demonstrated behaviors that place a roommate's safety at risk (e.g., documented evidence in the medical record of behaviors such as physical or verbal aggression towards a roommate or other residents, repetitive placement of belongings or other items on the floor that could cause a roommate to fall or be injured, or a criminal background causing a safety concern for a roommate).",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1619,MDS,,,85833,S7500D,ROOMMATE_INFRG_RGHT_CD,Resident behavior infringes on roommate rights,20,S,Asmt,,Code,89911,2846,2846,2846-2846,1,,"Resident has demonstrated behaviors that infringe upon a roommate's rights and/or quality of life (e.g., documented evidence in the medical record of paranoid and territorial behaviors over room and/or belongings, routine urinating/defecating in inappropriate places, inconsolable yelling or calling out, continuous rummaging in roommate's private space/belongings, etc.).",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1620,MDS,,,85834,S7500E,CARE_PLN_OWN_ROOM_CD,Resident care plan documents need for own room,20,S,Asmt,,Code,89912,2847,2847,2847-2847,1,,Resident�s current care plan documents the need for a room without a roommate related to challenging behaviors.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1621,MDS,,,85835,S7500F,BARIATRIC_OWN_ROOM_CD,Resident requires own room - bariatric equipment,20,S,Asmt,,Code,89913,2848,2848,2848-2848,1,,"Resident requires a room without a roommate because of the need for bariatric equipment resulting in insufficient space for a roommate (e.g., documented evidence in the medical record of obesity diagnosis and need for bariatric equipment that makes it too crowded for the resident to share a room).",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1622,MDS,,,85836,S7500G,BARIATRIC_OWN_ROOM_DT,Date resident placed in own room - bariatric equip,20,S,Asmt,,Date,89914,2849,2856,2849-2856,8,,Date resident was placed in a room without a roommate due to bariatric equipment and no space for roommate.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1623,MDS,,,85837,S7500H,CARE_PLN_BARIATRIC_CD,Resident care plan - need for own room - bariatric,20,S,Asmt,,Code,89915,2857,2857,2857-2857,1,,Resident's current care plan documents the need for a room without a roommate related to bariatric equipment and no space for a roommate.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1624,MDS,,,85766,S6300,MDCTN_OPIOID_DSRDR_CD,Resident meds - opioid use disorder,20,S,Asmt,,Code,89920,2858,2858,2858-2858,1,,"Is the resident currently receiving any medications for opioid use disorder? (If yes, please specify the most recent medication.)",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1625,MDS,,,85767,S6301,NALOXONE_ORDR_CD,Standing order for Naloxone,20,S,Asmt,,Code,89922,2859,2859,2859-2859,1,,Does the resident have a standing order for Naloxone in their medication list? (complete if responded 0. No to S6300),,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1626,MDS,,,85772,S6302,BUPRENORPHINE_PRSCRB_CD,Buprenorphine prescribed,20,S,Asmt,,Code,89924,2860,2860,2860-2860,1,,Was Buprenorphine prescribed at this facility or by an outside provider? (Complete if S6300 = 2.),,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1627,MDS,,,85773,S6303A,CNSLNG_NO_OPIOID_DSRDR_CD,Counseling for opioid use disorder - No,20,S,Asmt,,Checklist,89926,2861,2861,2861-2861,1,,Is the resident currently receiving counseling for opioid use disorder?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
